f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,target
-0.8072766021021964,0.15370689426463255,0.7289534177885887,1.0599207483286441,-1.074046475383297,2.2883572839975033,-1.12891552000522,2.2092366900560925,0.10439746772545702,1.9071711425428628,0.14983717024406915,-4.099263356852226,0.478723342554409,0.3305030726670808,-1.4521638603292528,1.9144505834899865,1.1569281615719773,0.3323835798657342,-2.0617886368665195,1.2435568743057634,0
-2.681998906190529,-0.196157251913609,0.20087632678859157,1.519887920661763,-2.5403306945720234,-0.17628516096234947,-1.9267920449866875,-2.455563862779468,0.6244952788283428,-3.285577249590183,1.1536632536849882,5.34701655875997,-0.26396063669756475,-1.1346597809338104,5.374705190836902,0.5050611770235305,-0.5527058991347014,-1.1310135206258358,2.3911055522851306,0.1088331362558043,1
-3.3110155531707384,-0.19445197183399987,1.5422364129571233,0.4896705175370479,-0.40214664643232023,0.9681318686769529,-1.4280324628982264,-0.2695418458072074,0.33723047968604136,0.1838837134678072,-0.08567323244148138,-0.8301784728342742,-0.09409794491881883,3.153920520884779,-0.5594500569349083,-1.027041423212278,-0.1026373318627395,1.611659962972299,-2.7737677124976345,1.2564941818223383,0
2.972373094786289,-0.4516179077479029,-2.85828712205067,-1.2491493985813296,-7.798033171795725,1.73019862114293,-2.008650822299159,-3.34411506601286,0.0027721749559789506,1.3380046359838005,-0.579403684849082,-0.46698926035563904,-1.6798045638127441,0.36386980489210474,3.89106909571846,0.374798136349828,1.4967253228461403,-3.713890582230208,1.8334422897510523,-1.5376757035559732,1
-3.1762143433584407,0.42105329917925427,1.2493400484913915,-0.8123145126112142,2.4385601771620085,1.5751443724980054,4.04560543771488,2.701055831282538,0.8942825341248157,-3.592184591650188,-1.5775080979720995,3.458909863789951,-0.17368957116561842,-2.1693571536741416,0.15342372292088102,-1.4272596808634481,0.541105151826137,2.3786398976876044,-1.0730790692607621,0.5720471491850132,0
5.162862030865443,0.12497378435147534,-2.950735732774573,0.9672340230382855,-8.486452743772515,4.056349919702706,-3.464171389130885,1.49380374125228,0.5658599885283944,4.372908747256622,-0.11880063369383119,-9.2831079833481,1.6245015570059211,2.716110825711378,-1.3615567521547822,-0.8229539941766499,-0.11406877024806075,-7.049489360288637,2.9259706680192212,0.21964485126024647,1
1.0910629088639787,-0.9246980597728545,3.1540154716786724,-0.12444422360207867,-1.6261246863742438,-0.9135908274292359,-3.8541731550577474,-0.9329921383825384,-0.8147660780496269,2.58309088924185,-1.640080131461258,-3.964913721109189,0.33371075938878275,3.4490452551302426,0.1471266542103955,0.6882167051166366,-0.3181957012062508,0.3171854006580968,-3.116389977117261,0.3694003574927708,0
-1.0542673374224067,-0.9008912214637983,-2.5774640044786192,1.0707127008751856,-5.213529730895189,0.7508479591387709,-1.2929787122229823,-0.45661827932420174,-0.22917099021881493,0.9109365505009827,0.6216601832420064,1.491699462517817,1.7488170580290576,-1.6146990007290993,4.972055528262079,0.4264501036799486,-1.4531000597014467,-0.9278384565664552,1.3305619225331293,-0.7590600820148101,0
-2.383431957726862,-0.10213657054923944,-1.3371910622294347,-0.5677933420723871,-0.23232727333386705,3.060395683067924,-0.03892177862878121,-0.17539449224252035,-0.8222839046424893,1.8240500725746114,0.9831768062656744,-1.1113437815860798,0.41883374166448956,-2.7026275083781055,-0.9206953968362428,-0.3284802697351928,-0.2558363528942805,2.44801210770408,-3.0367180817901973,-1.564775009928754,1
-0.47905309175925215,-0.861398315083243,0.9164959312351877,0.5389161948747215,-4.522428244353085,1.6307547941961946,-2.720446538614036,2.030426807640191,-1.187546803870419,3.062494915513799,-1.0458108816631817,-5.2443417852789525,0.5739042793956317,3.4548579001808077,0.5053555022573908,0.33523560073488556,0.5820215948128526,-0.6056828152608758,-2.229053658655865,-0.16494348552456806,0
